Player,Age,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,2P%,eFG%,FT%,Season,Salary,Rating,Cap Maximum,Pos_C,Pos_PF,Pos_PG,Pos_SF,Pos_SG
Andre Drummond,25,83,83,65.3,13.1,26.8,0.1,0.8,13.0,26.1,5.4,10.5,10.4,18.2,28.6,3.7,3.2,3.0,5.0,7.7,31.6,0.489,0.125,0.498,0.491,0.514,2019,3.36,87,109.14,1,0,0,0,0
Andrew Wiggins,23,73,73,34.8,6.8,16.6,1.6,4.8,5.2,11.8,2.8,4.1,1.1,3.7,4.8,2.5,1.0,0.7,1.9,2.1,18.1,0.41,0.333,0.441,0.458,0.683,2019,24.33,81,109.14,0,0,0,1,0
Anfernee Simons,19,25,1,9.5,1.4,4.6,0.5,1.9,0.9,2.7,1.3,1.8,0.2,0.5,0.7,0.7,0.3,0.0,0.6,0.9,4.6,0.304,0.263,0.333,0.359,0.722,2019,24.107,69,109.14,0,0,0,0,1
Anthony Davis,25,56,56,33.0,9.5,18.3,0.9,2.6,8.6,15.7,6.1,7.7,3.1,8.9,12.0,3.9,1.6,2.4,2.0,2.4,25.9,0.519,0.346,0.548,0.544,0.792,2019,40.6,94,109.14,1,0,0,0,0
Bam Adebayo,21,82,28,23.3,3.4,5.9,0.0,0.2,3.4,5.7,2.0,2.8,2.0,5.3,7.3,2.2,0.9,0.8,1.5,2.5,8.9,0.576,0.0,0.596,0.576,0.714,2019,32.6,78,109.14,1,0,0,0,0
Ben Simmons,22,91,91,69.3,12.8,21.9,0.0,0.1,12.8,21.8,5.2,8.7,4.2,11.7,15.9,13.7,2.7,1.8,6.2,6.4,30.8,0.584,0.0,0.587,0.584,0.598,2019,37.893,87,109.14,0,0,1,0,0
Bismack Biyombo,26,54,32,14.5,1.6,2.9,0.0,0.0,1.6,2.9,1.1,1.7,1.5,3.1,4.6,0.6,0.2,0.8,0.6,1.9,4.4,0.552,0.0,0.552,0.552,0.647,2019,6.194,74,109.14,1,0,0,0,0
Boban Marjanovic,30,127,24,45.5,10.8,17.5,0.3,1.0,10.5,16.6,6.4,8.2,5.7,11.6,17.2,4.0,1.0,1.8,4.3,6.3,28.0,0.617,0.3,0.633,0.626,0.78,2019,2.891,75,109.14,1,0,0,0,0
Bobby Portis,23,100,56,77.5,16.7,37.7,4.4,11.4,12.3,26.2,4.7,5.9,6.6,17.5,24.0,4.2,2.1,1.2,4.4,8.7,42.6,0.443,0.386,0.469,0.501,0.797,2019,11.711,79,109.14,0,1,0,0,0
Bogdan Bogdanovic,26,70,17,27.8,5.2,12.3,1.9,5.3,3.2,7.0,1.9,2.3,0.6,2.9,3.5,3.8,1.0,0.2,1.7,2.0,14.1,0.423,0.358,0.457,0.5,0.826,2019,18.7,77,109.14,0,0,0,0,1
Bojan Bogdanovic,29,85,85,68.8,12.7,28.8,3.8,10.3,8.9,18.5,6.8,8.1,1.2,8.7,9.9,4.8,2.9,0.0,3.2,3.5,36.0,0.441,0.369,0.481,0.507,0.84,2019,20.0,79,109.14,0,0,0,1,0
Bradley Beal,25,164,164,73.8,18.6,39.2,5.0,14.6,13.6,24.8,8.8,11.0,2.2,7.8,10.0,11.0,3.0,1.4,5.4,5.6,51.2,0.474,0.342,0.548,0.538,0.8,2019,46.742,87,109.14,0,0,0,0,1
Brandon Ingram,21,52,52,33.8,7.0,14.0,0.6,1.8,6.4,12.2,3.8,5.6,0.8,4.3,5.1,3.0,0.5,0.6,2.5,2.9,18.3,0.5,0.333,0.525,0.521,0.679,2019,33.833,82,109.14,0,0,0,1,0
Brook Lopez,30,96,96,57.9,8.5,18.6,3.8,11.3,4.7,7.3,3.0,3.5,1.2,9.2,10.4,2.6,1.0,4.1,1.7,5.4,23.7,0.457,0.336,0.644,0.559,0.857,2019,25.0,79,109.14,1,0,0,0,0
Bruce Brown,22,78,58,33.9,3.0,7.7,0.6,2.6,2.4,5.3,1.1,1.3,0.9,3.7,4.5,1.7,1.0,0.8,1.1,4.4,7.6,0.39,0.231,0.453,0.429,0.846,2019,22.0,69,109.14,0,0,0,0,1
Buddy Hield,26,82,82,31.9,7.6,16.6,3.4,7.9,4.2,8.6,2.1,2.4,1.3,3.7,5.0,2.5,0.7,0.4,1.8,2.5,20.7,0.458,0.43,0.488,0.56,0.875,2019,19.28,79,109.14,0,0,0,0,1
CJ McCollum,27,86,86,73.6,17.8,39.7,5.3,13.7,12.6,26.0,4.9,6.2,1.8,7.2,9.0,6.7,1.6,1.0,3.4,4.6,45.7,0.448,0.387,0.485,0.515,0.79,2019,35.802,87,109.14,0,0,0,0,1
Cameron Payne,24,89,27,74.3,10.6,23.2,3.1,9.6,7.5,13.6,3.9,5.4,1.2,6.5,7.7,10.6,3.1,1.0,4.6,6.6,28.4,0.457,0.323,0.551,0.524,0.722,2019,9.391,71,109.14,0,0,1,0,0
Caris LeVert,24,45,27,55.4,12.4,26.7,3.6,9.1,8.8,17.6,6.3,8.9,2.1,6.3,8.4,6.9,2.1,0.8,3.7,3.5,34.7,0.464,0.396,0.5,0.532,0.708,2019,15.385,76,109.14,0,0,0,1,0
Cedi Osman,23,76,75,32.2,4.7,11.1,1.7,4.9,3.0,6.2,1.9,2.4,0.6,4.1,4.7,2.6,0.8,0.1,1.5,2.6,13.0,0.423,0.347,0.484,0.5,0.792,2019,6.719,75,109.14,0,0,0,1,0
Chris Boucher,26,32,0,9.8,3.2,7.7,1.4,4.3,1.8,3.4,0.5,1.5,0.6,2.4,3.0,0.1,0.2,1.9,0.3,1.1,8.3,0.416,0.326,0.529,0.506,0.333,2019,11.75,66,109.14,0,1,0,0,0
Chris Paul,33,80,80,104.2,17.2,39.4,5.2,17.5,12.0,21.7,10.0,11.7,3.2,14.1,17.4,19.2,6.4,1.5,9.4,9.1,49.6,0.437,0.297,0.553,0.503,0.855,2019,30.8,90,109.14,0,0,1,0,0
Clint Capela,24,78,78,63.7,11.3,18.4,0.0,0.0,11.3,18.4,3.9,7.1,8.1,14.7,23.0,2.9,1.0,2.6,2.9,4.9,26.3,0.614,0.0,0.614,0.614,0.549,2019,20.616,84,109.14,1,0,0,0,0
Cody Zeller,26,49,47,25.4,3.9,7.0,0.1,0.4,3.8,6.6,2.3,2.9,2.2,4.6,6.8,2.1,0.8,0.8,1.3,3.3,10.1,0.557,0.25,0.576,0.564,0.793,2019,3.196,77,109.14,1,0,0,0,0
Collin Sexton,20,82,72,31.8,6.3,14.7,1.5,3.6,4.9,11.1,2.6,3.1,0.7,2.2,2.9,3.0,0.5,0.1,2.3,2.3,16.7,0.429,0.417,0.441,0.48,0.839,2019,17.325,76,109.14,0,0,1,0,0
Cory Joseph,27,86,9,46.5,5.8,12.7,1.7,4.4,4.1,8.4,0.9,1.0,0.8,4.4,5.2,4.9,2.1,0.3,1.0,3.4,14.0,0.457,0.386,0.488,0.524,0.9,2019,3.196,74,109.14,0,0,1,0,0
D'Angelo Russell,22,86,86,59.8,15.5,39.3,5.3,15.2,10.2,24.1,4.2,5.1,1.1,6.4,7.5,10.6,2.6,0.4,5.9,4.1,40.5,0.394,0.349,0.423,0.462,0.824,2019,17.308,83,109.14,0,0,1,0,0
DJ Wilson,22,56,3,23.8,3.2,7.2,1.1,3.2,2.1,4.0,0.8,1.3,1.0,4.8,5.9,1.6,0.4,0.5,1.6,2.7,8.2,0.444,0.344,0.525,0.521,0.615,2019,0.135,70,109.14,0,1,0,0,0
Damian Jones,23,28,23,19.1,2.5,3.4,0.0,0.0,2.5,3.4,1.3,2.0,1.3,2.3,3.6,1.2,0.5,1.0,1.0,3.4,6.2,0.735,0.0,0.735,0.735,0.65,2019,2.587,69,109.14,1,0,0,0,0
Damian Lillard,28,112,112,116.7,25.7,60.4,10.4,27.8,15.4,32.7,17.7,20.6,1.9,12.4,14.2,20.1,4.5,1.0,10.3,6.9,79.6,0.425,0.374,0.471,0.512,0.859,2019,45.64,90,109.14,0,0,1,0,0
Damion Lee,26,32,0,11.7,1.8,4.0,0.8,2.1,0.9,1.8,0.6,0.7,0.3,1.8,2.0,0.4,0.4,0.0,0.3,0.9,4.9,0.45,0.381,0.5,0.55,0.857,2019,2.528,67,109.14,0,0,0,0,1
Daniel Theis,26,73,2,19.8,2.9,6.0,0.4,1.3,2.5,4.7,1.1,1.5,1.9,3.0,4.8,1.0,0.4,0.7,0.6,3.0,7.4,0.483,0.308,0.532,0.517,0.733,2019,9.108,74,109.14,1,0,0,0,0
Danilo Gallinari,30,74,74,63.8,12.5,31.5,4.6,12.7,7.9,18.8,10.1,11.5,2.3,10.0,12.3,5.3,2.0,0.5,3.3,4.2,39.6,0.397,0.362,0.42,0.47,0.878,2019,7.85,77,109.14,0,0,0,1,0
Danny Green,31,104,104,56.2,5.9,14.4,4.1,10.4,1.8,3.9,1.4,1.6,1.5,6.1,7.6,2.7,2.2,1.2,2.0,4.6,17.2,0.41,0.394,0.462,0.552,0.875,2019,0.5,75,109.14,0,0,0,0,1
Dante Exum,23,42,1,15.8,2.4,5.7,0.4,1.5,2.0,4.3,1.6,2.0,0.4,1.2,1.6,2.6,0.3,0.1,1.2,1.6,6.9,0.421,0.267,0.465,0.456,0.8,2019,3.0,74,109.14,0,0,1,0,0
Danuel House,25,46,13,45.2,4.6,11.8,3.0,9.0,1.5,2.8,2.0,2.9,0.9,5.8,6.7,1.1,0.9,0.6,1.5,3.7,14.3,0.39,0.333,0.536,0.517,0.69,2019,4.31,69,109.14,0,0,0,1,0
Dario Saric,24,162,82,79.4,11.3,27.1,4.5,13.1,6.7,14.0,5.2,6.0,4.7,13.0,17.7,5.1,1.5,0.4,4.2,7.3,32.2,0.417,0.344,0.479,0.5,0.867,2019,2.71,79,109.14,0,1,0,0,0
Davis Bertans,26,81,12,37.3,3.7,9.0,2.5,6.6,1.2,2.3,1.3,1.8,0.3,4.8,5.1,2.3,0.5,0.6,0.8,3.8,11.2,0.411,0.379,0.522,0.55,0.722,2019,17.0,75,109.14,0,1,0,0,0
De'Aaron Fox,21,81,81,31.4,6.2,13.6,1.1,2.9,5.2,10.7,3.7,5.1,0.5,3.2,3.8,7.3,1.6,0.6,2.8,2.5,17.3,0.456,0.379,0.486,0.496,0.725,2019,32.6,78,109.14,0,0,1,0,0
DeAndre Jordan,30,138,138,86.7,12.4,19.5,0.0,0.0,12.4,19.5,8.1,11.3,9.9,28.3,38.2,7.3,1.8,3.3,6.6,7.1,32.9,0.636,0.0,0.636,0.636,0.717,2019,3.196,86,109.14,1,0,0,0,0
DeMar DeRozan,29,84,84,70.8,16.5,34.1,0.1,0.7,16.4,33.4,10.2,12.0,2.1,10.6,12.7,10.8,2.2,0.6,4.3,4.6,43.2,0.484,0.143,0.491,0.485,0.85,2019,28.6,89,109.14,0,0,0,0,1
Deandre Ayton,20,71,70,30.7,7.2,12.3,0.0,0.1,7.2,12.2,2.0,2.7,3.1,7.1,10.3,1.8,0.9,0.9,1.8,2.9,16.3,0.585,0.0,0.59,0.585,0.741,2019,32.459,79,109.14,1,0,0,0,0
Delon Wright,26,150,26,71.8,10.2,23.6,2.1,7.0,8.3,16.5,5.2,6.6,2.8,8.7,11.5,10.8,3.7,1.3,3.3,4.4,27.8,0.432,0.3,0.503,0.477,0.788,2019,8.195,77,109.14,0,0,1,0,0
Demetrius Jackson,24,6,0,6.5,1.3,2.5,0.3,1.0,1.0,1.5,0.7,0.7,0.3,0.2,0.5,0.8,0.3,0.0,0.2,0.7,3.7,0.52,0.3,0.667,0.58,1.0,2019,0.093,68,109.14,0,0,1,0,0
Dennis Smith,21,106,100,85.5,15.9,37.5,3.7,11.8,12.2,25.6,5.7,9.0,1.9,6.9,8.7,14.5,3.9,1.1,8.6,7.2,41.2,0.424,0.314,0.477,0.473,0.633,2019,2.528,78,109.14,0,0,1,0,0
Derrick Jones,21,60,14,19.2,2.7,5.4,0.5,1.5,2.2,3.9,1.2,2.0,1.6,2.4,4.0,0.6,0.8,0.7,0.7,2.1,7.0,0.5,0.333,0.564,0.546,0.6,2019,2.71,71,109.14,0,0,0,1,0
Derrick Rose,30,51,13,27.3,7.1,14.8,1.1,2.9,6.1,11.9,2.7,3.1,0.6,2.1,2.7,4.3,0.6,0.2,1.6,1.1,18.0,0.48,0.379,0.513,0.517,0.871,2019,3.196,75,109.14,0,0,1,0,0
Derrick White,24,74,62,53.1,9.8,18.8,1.4,4.5,8.3,14.3,4.1,5.5,0.6,6.1,6.7,6.9,1.7,1.4,3.5,4.6,25.0,0.521,0.311,0.58,0.559,0.745,2019,18.357,69,109.14,0,0,1,0,0
Devin Booker,22,64,64,35.0,9.2,19.6,2.1,6.5,7.0,13.1,6.1,7.1,0.6,3.5,4.1,6.8,0.9,0.2,4.1,3.1,26.6,0.469,0.323,0.534,0.523,0.859,2019,36.016,87,109.14,0,0,0,0,1
Dewayne Dedmon,29,64,52,25.1,4.0,8.2,1.3,3.4,2.8,4.8,1.4,1.8,1.6,5.9,7.5,1.4,1.1,1.1,1.3,3.3,10.8,0.488,0.382,0.583,0.567,0.778,2019,2.749,77,109.14,1,0,0,0,0
Dillon Brooks,23,18,0,18.3,2.7,6.8,0.8,2.2,1.9,4.6,1.2,1.7,0.5,1.2,1.7,0.9,0.6,0.2,1.1,2.8,7.5,0.397,0.364,0.413,0.456,0.706,2019,22.628,75,109.14,0,0,0,1,0
Domantas Sabonis,22,78,5,48.8,8.6,16.8,0.4,1.2,8.3,15.5,5.1,7.4,4.3,12.3,16.6,6.9,1.4,0.7,3.5,6.2,22.6,0.512,0.333,0.535,0.524,0.689,2019,30.6,79,109.14,1,0,0,0,0
Donovan Mitchell,22,82,82,72.3,15.8,42.3,4.6,15.3,11.1,26.9,8.9,11.7,2.2,6.9,9.1,7.4,3.0,0.6,7.0,5.7,45.2,0.374,0.301,0.413,0.428,0.761,2019,33.162,87,109.14,0,0,0,0,1
Donte DiVincenzo,22,27,0,15.2,1.9,4.6,0.8,3.1,1.0,1.5,0.3,0.4,0.6,1.8,2.4,1.1,0.5,0.2,0.7,1.4,4.9,0.413,0.258,0.667,0.5,0.75,2019,10.9,72,109.14,0,0,0,0,1
Dorian Finney-Smith,25,81,26,24.5,2.8,6.5,1.0,3.1,1.8,3.4,0.9,1.3,1.7,3.1,4.8,1.2,0.9,0.4,0.9,2.3,7.5,0.431,0.323,0.529,0.508,0.692,2019,13.932,72,109.14,0,0,0,1,0
Doug McDermott,27,80,1,27.1,3.4,8.8,1.1,5.0,2.3,3.8,1.6,2.3,1.2,1.9,3.1,2.2,0.2,0.4,0.5,2.1,9.3,0.386,0.22,0.605,0.449,0.696,2019,13.75,73,109.14,0,0,0,1,0
Draymond Green,28,88,88,70.0,8.0,16.8,1.3,5.1,6.7,11.7,3.3,4.6,2.8,14.7,17.4,15.4,2.9,2.6,6.4,6.9,20.7,0.476,0.255,0.573,0.515,0.717,2019,22.321,87,109.14,0,1,0,0,0
Dwight Powell,27,77,22,21.6,3.8,6.3,0.5,1.6,3.3,4.7,2.5,3.3,1.8,3.5,5.3,1.5,0.6,0.6,0.9,2.6,10.6,0.603,0.312,0.702,0.643,0.758,2019,4.0,76,109.14,1,0,0,0,0
Edmond Sumner,23,24,2,11.1,1.0,2.8,0.3,1.2,0.7,1.6,0.7,1.0,0.4,2.7,3.0,0.4,0.5,0.2,0.4,1.1,2.9,0.357,0.25,0.437,0.411,0.7,2019,0.04,67,109.14,0,0,1,0,0
Eric Bledsoe,29,93,93,57.3,11.1,24.7,2.7,9.6,8.3,15.1,4.7,6.4,2.4,6.0,8.3,9.8,2.6,0.8,4.3,3.9,29.6,0.449,0.281,0.55,0.504,0.734,2019,1.3,81,109.14,0,0,1,0,0
Eric Gordon,30,79,64,69.0,11.7,27.4,6.7,17.4,5.1,10.0,4.0,4.7,0.8,3.9,4.7,3.2,1.2,1.4,3.8,4.1,34.0,0.427,0.385,0.51,0.549,0.851,2019,3.196,81,109.14,0,0,0,0,1
Evan Fournier,26,86,86,66.5,10.6,27.0,3.5,12.4,7.1,14.6,2.9,3.7,1.1,5.3,6.4,5.6,2.3,0.1,4.3,5.6,27.5,0.393,0.282,0.486,0.457,0.784,2019,18.857,79,109.14,0,0,0,0,1
Frank Ntilikina,20,43,16,21.0,2.2,6.6,0.8,2.7,1.4,3.9,0.5,0.7,0.3,1.7,2.0,2.8,0.7,0.3,1.3,2.4,5.7,0.333,0.296,0.359,0.394,0.714,2019,2.528,74,109.14,0,0,1,0,0
Fred VanVleet,24,112,28,76.9,9.2,23.2,5.0,12.8,4.3,10.4,3.5,4.4,0.9,5.1,6.2,10.0,2.5,0.9,3.1,5.7,27.0,0.397,0.391,0.413,0.504,0.795,2019,40.806,77,109.14,0,0,1,0,0
Furkan Korkmaz,21,52,7,23.1,3.5,9.6,1.8,5.0,1.9,4.6,1.8,2.2,0.3,3.4,3.7,2.4,0.6,0.3,0.8,2.6,10.6,0.365,0.36,0.413,0.458,0.818,2019,5.37,71,109.14,0,0,0,0,1
Garrett Temple,32,156,110,88.5,8.3,20.4,3.5,11.1,4.8,9.4,4.4,5.9,1.4,8.3,9.7,4.5,3.5,1.3,2.9,9.4,24.2,0.407,0.315,0.511,0.493,0.746,2019,3.196,74,109.14,0,0,0,0,1
Gary Harris,24,71,62,65.7,9.9,22.5,2.8,8.3,7.1,14.1,4.4,5.2,1.3,5.6,6.9,4.5,1.9,0.9,2.0,4.7,27.1,0.44,0.337,0.504,0.502,0.846,2019,13.0,83,109.14,0,0,0,0,1
Gary Payton II,26,3,0,5.3,1.7,2.7,0.3,0.7,1.3,2.0,0.0,0.0,0.3,0.3,0.7,1.3,1.0,0.3,0.3,0.7,3.7,0.63,0.429,0.65,0.685,0.0,2019,8.715,68,109.14,0,0,1,0,0
Gary Trent Jr,20,15,1,7.4,1.1,3.3,0.3,1.4,0.7,1.9,0.2,0.5,0.1,0.7,0.7,0.3,0.1,0.1,0.3,0.3,2.7,0.333,0.214,0.368,0.379,0.4,2019,18.56,69,109.14,0,0,0,0,1
Georges Niang,25,64,0,19.7,3.3,7.5,1.5,4.4,1.7,3.1,0.3,0.4,0.2,4.1,4.3,1.6,0.4,0.3,0.8,2.0,8.4,0.44,0.341,0.548,0.54,0.75,2019,8.8,69,109.14,0,1,0,0,0
Giannis Antetokounmpo,24,87,87,67.1,18.6,34.8,1.9,6.5,16.7,28.3,14.0,20.7,4.7,20.1,24.8,10.8,2.4,3.5,7.0,6.4,53.2,0.534,0.292,0.59,0.562,0.676,2019,45.64,94,109.14,0,1,0,0,0
Gordon Hayward,28,81,18,55.6,7.3,16.6,2.1,5.9,5.2,10.7,4.3,4.7,1.0,7.5,8.5,5.8,1.6,0.6,3.2,3.2,21.1,0.44,0.356,0.486,0.503,0.915,2019,31.5,88,109.14,0,1,0,0,0
Grayson Allen,23,40,2,17.9,2.8,8.2,0.8,4.1,1.9,4.1,3.7,5.1,0.1,1.0,1.1,0.7,0.2,0.2,0.9,1.2,10.1,0.341,0.195,0.463,0.39,0.725,2019,8.925,73,109.14,0,0,0,0,1
Hamidou Diallo,20,51,3,10.3,1.5,3.2,0.1,0.5,1.4,2.8,0.7,1.2,0.7,1.2,1.9,0.3,0.4,0.2,0.5,1.5,3.7,0.469,0.2,0.5,0.484,0.583,2019,0.135,69,109.14,0,0,0,0,1
Harrison Barnes,26,154,154,99.1,16.5,39.0,6.7,16.6,9.8,22.3,8.7,10.5,2.2,12.2,14.4,4.7,1.9,0.5,3.8,4.7,48.4,0.423,0.404,0.439,0.509,0.829,2019,17.0,82,109.14,0,0,0,1,0
Harry Giles,20,58,0,14.1,3.0,6.0,0.0,0.1,3.0,5.9,1.0,1.6,1.1,2.7,3.8,1.5,0.5,0.4,1.3,2.6,7.0,0.5,0.0,0.508,0.5,0.625,2019,2.307,73,109.14,0,1,0,0,0
Isaiah Hartenstein,20,30,0,8.9,1.7,2.5,0.1,0.2,1.6,2.3,0.4,0.5,1.3,0.9,2.2,0.5,0.3,0.4,0.5,2.5,3.9,0.68,0.5,0.696,0.7,0.8,2019,9.245,68,109.14,0,1,0,0,0
Isaiah Thomas,29,12,0,15.1,2.8,8.3,1.0,3.6,1.8,4.7,1.4,2.3,0.4,0.7,1.1,1.9,0.4,0.1,1.5,1.4,8.1,0.337,0.278,0.383,0.398,0.609,2019,0.184,80,109.14,0,0,0,0,1
Ivica Zubac,21,122,77,63.2,13.1,23.9,0.0,0.0,13.1,23.9,5.6,7.2,8.6,15.6,24.2,3.7,1.2,3.1,4.6,8.3,31.8,0.548,0.0,0.548,0.548,0.778,2019,10.933,73,109.14,1,0,0,0,0
JaVale McGee,31,75,62,22.3,5.3,8.5,0.0,0.2,5.3,8.4,1.3,2.0,2.6,4.9,7.5,0.7,0.6,2.0,1.4,2.8,12.0,0.624,0.0,0.631,0.624,0.65,2019,5.545,77,109.14,1,0,0,0,0
Jae Crowder,28,85,14,53.1,7.4,19.2,4.0,12.5,3.4,6.6,4.6,6.3,1.6,9.1,10.6,2.5,1.8,0.4,1.3,3.5,23.3,0.385,0.32,0.515,0.49,0.73,2019,3.196,76,109.14,0,0,0,1,0
Jakob Poeltl,23,84,31,41.8,5.7,8.9,0.0,0.1,5.7,8.8,1.3,2.5,5.9,7.1,13.0,2.9,0.7,1.6,1.0,5.3,12.8,0.64,0.0,0.648,0.64,0.52,2019,19.5,75,109.14,1,0,0,0,0
Jalen Brunson,22,73,38,21.8,3.6,7.7,0.9,2.5,2.8,5.3,1.2,1.6,0.3,2.0,2.3,3.2,0.5,0.1,1.2,1.7,9.3,0.468,0.36,0.528,0.526,0.75,2019,26.347,70,109.14,0,0,1,0,0
Jamal Murray,21,89,88,68.9,14.4,33.6,4.0,11.4,10.4,22.2,6.5,7.4,2.3,6.4,8.6,9.5,1.9,0.5,3.7,3.7,39.5,0.429,0.351,0.468,0.488,0.878,2019,33.833,81,109.14,0,0,1,0,0
James Harden,29,100,100,113.8,30.6,72.5,13.6,38.2,17.0,34.3,24.7,28.8,2.4,18.0,20.4,20.7,6.4,2.5,14.2,10.5,99.3,0.422,0.356,0.496,0.516,0.858,2019,35.681,96,109.14,0,0,1,0,0
James Johnson,31,55,33,21.2,3.0,6.9,0.9,2.7,2.1,4.2,0.9,1.3,0.4,2.8,3.2,2.5,0.6,0.5,1.3,2.1,7.8,0.435,0.333,0.5,0.5,0.692,2019,3.839,77,109.14,0,1,0,0,0
Jaren Jackson Jr,19,58,56,26.1,5.1,10.2,0.9,2.4,4.3,7.7,2.6,3.4,1.3,3.4,4.7,1.1,0.9,1.4,1.7,3.8,13.8,0.5,0.375,0.558,0.544,0.765,2019,27.102,78,109.14,0,1,0,0,0
Jarred Vanderbilt,19,20,0,5.8,0.5,1.1,0.0,0.1,0.5,1.1,0.4,0.6,0.4,1.2,1.7,0.2,0.4,0.4,0.5,0.5,1.4,0.455,0.0,0.455,0.455,0.667,2019,4.698,69,109.14,0,1,0,0,0
Jarrett Allen,20,85,85,48.2,8.0,13.5,0.1,0.6,7.9,12.9,5.9,7.5,5.4,9.8,15.2,3.6,1.1,2.1,2.9,4.9,21.9,0.593,0.167,0.612,0.596,0.787,2019,20.0,78,109.14,1,0,0,0,0
Jaylen Brown,22,83,34,56.3,9.9,20.4,2.9,8.1,7.0,12.2,4.4,6.0,1.6,8.5,10.0,2.5,1.6,0.6,3.0,5.8,26.9,0.485,0.358,0.574,0.556,0.733,2019,31.83,84,109.14,0,0,0,0,1
Jayson Tatum,20,88,88,63.9,11.3,25.5,2.6,7.3,8.7,18.2,5.7,7.2,1.7,11.1,12.7,4.0,2.2,1.5,3.5,4.4,30.9,0.443,0.356,0.478,0.494,0.792,2019,32.6,87,109.14,0,0,0,1,0
Jeff Green,32,77,44,27.2,4.2,8.9,1.4,4.2,2.8,4.8,2.4,2.7,0.7,3.3,4.0,1.8,0.6,0.5,1.3,2.1,12.3,0.472,0.333,0.583,0.551,0.889,2019,9.6,76,109.14,0,1,0,0,0
Jerami Grant,24,85,82,67.9,9.1,18.3,3.2,7.7,5.9,10.6,3.8,5.4,2.4,8.4,10.8,1.8,1.4,3.3,1.6,5.3,25.2,0.497,0.416,0.557,0.585,0.704,2019,27.586,75,109.14,0,1,0,0,0
Jerome Robinson,21,38,0,18.9,2.3,6.1,1.1,2.9,1.2,3.2,1.2,1.3,0.5,2.0,2.4,2.0,0.7,0.1,0.6,2.2,7.0,0.377,0.379,0.375,0.467,0.923,2019,0.56,72,109.14,0,0,0,0,1
Jevon Carter,23,39,3,14.8,1.4,4.7,0.9,2.6,0.6,2.1,0.7,0.8,0.4,1.3,1.7,1.8,0.7,0.3,0.8,1.4,4.4,0.298,0.346,0.286,0.394,0.875,2019,6.19,70,109.14,0,0,1,0,0
Jimmy Butler,29,142,142,138.0,26.7,57.8,4.6,14.0,22.0,43.8,19.7,23.2,7.2,14.7,21.9,17.5,7.5,2.7,6.2,6.9,77.6,0.462,0.329,0.502,0.502,0.849,2019,45.184,89,109.14,0,0,0,1,0
Joe Harris,27,81,81,60.0,8.1,18.4,3.2,9.3,4.9,9.2,3.0,3.4,1.9,6.1,8.0,3.0,1.1,0.2,3.4,4.8,22.5,0.44,0.344,0.533,0.527,0.882,2019,19.929,75,109.14,0,0,0,0,1
Joe Ingles,31,87,87,61.5,6.8,17.2,3.9,11.7,2.9,5.5,1.1,1.5,1.0,7.8,8.8,10.7,3.4,0.2,4.0,5.0,18.5,0.395,0.333,0.527,0.509,0.733,2019,11.0,79,109.14,0,1,0,0,0
Joel Embiid,24,75,75,64.1,15.3,33.2,2.3,7.6,12.9,25.5,14.9,18.3,4.4,19.6,24.1,7.1,1.4,4.2,7.1,6.4,47.7,0.461,0.303,0.506,0.495,0.814,2019,47.607,90,109.14,1,0,0,0,0
John Collins,21,61,59,30.0,7.6,13.6,0.9,2.6,6.7,11.0,3.3,4.4,3.6,6.2,9.8,2.0,0.4,0.6,2.0,3.3,19.5,0.559,0.346,0.609,0.592,0.75,2019,25.34,79,109.14,0,1,0,0,0
Jonas Valanciunas,26,98,54,68.8,19.1,34.3,0.9,2.9,18.3,31.3,9.3,11.7,6.7,19.7,26.5,4.6,1.1,3.5,5.8,9.1,48.3,0.557,0.31,0.585,0.57,0.795,2019,15.435,82,109.14,1,0,0,0,0
Jonathan Isaac,21,80,69,54.0,5.7,16.1,1.9,7.5,3.7,8.6,2.9,3.4,3.3,8.4,11.7,1.5,1.2,2.3,2.0,3.7,16.2,0.354,0.253,0.43,0.413,0.853,2019,17.4,76,109.14,0,1,0,0,0
Jordan Clarkson,26,81,0,27.3,6.5,14.6,1.8,5.5,4.8,9.1,2.0,2.4,1.0,2.3,3.3,2.4,0.7,0.2,1.7,1.4,16.8,0.445,0.327,0.527,0.507,0.833,2019,23.488,76,109.14,0,0,0,0,1
Josh Hart,23,67,22,25.6,2.8,6.9,1.4,4.1,1.4,2.8,0.8,1.2,0.5,3.2,3.7,1.4,1.0,0.6,0.9,2.2,7.8,0.406,0.341,0.5,0.507,0.667,2019,12.96,76,109.14,0,0,0,0,1
Josh Okogie,20,74,52,23.7,2.6,6.9,0.8,2.9,1.8,4.0,1.6,2.2,0.6,2.4,2.9,1.2,1.2,0.4,0.9,2.2,7.7,0.377,0.276,0.45,0.435,0.727,2019,2.816,71,109.14,0,0,0,0,1
Josh Richardson,25,73,73,34.8,5.8,14.1,2.2,6.3,3.5,7.8,2.7,3.2,0.7,2.9,3.6,4.1,1.1,0.5,1.5,2.7,16.6,0.411,0.349,0.449,0.489,0.844,2019,2.891,78,109.14,0,0,0,0,1
